organization_id,organization_name,alias,organization_type,registration_number,address,city,state,country,industry,status,source_id,confidence_score,created_at,updated_at
O0426,Mishra Transport,,Manufacturing Firm,REG772662,"98/81, Dhawan Nagar",Bengaluru,Karnataka,India,Retail,Active,SRC005,0.94,2025-07-07 15:00:00,2026-03-12 09:58:02
O0427,Jain Enterprises,,Retail Business,REG320344,"335, Sanghvi Circle",Hyderabad,Telangana,India,Transport,Under Review,SRC029,0.92,2024-05-12 14:25:29,2024-09-23 04:20:25
O0428,Mehta Enterprises,,Logistics Company,REG996628,"23/422, Mittal Marg",Gwalior,Madhya Pradesh,India,Construction,Inactive,SRC015,0.87,2024-03-15 01:57:52,2024-04-28 07:53:29
O0429,Mehta Industries,,Hospitality Business,REG400199,"305, Ramakrishnan Marg",Bhopal,Madhya Pradesh,India,Finance,Inactive,SRC006,0.86,2026-02-01 22:12:51,2026-02-24 05:12:51
O0430,Joshi Enterprises,,Construction Company,REG103404,"06, Dora Zila",Surat,Gujarat,India,Finance,Active,SRC027,0.84,2024-12-13 12:28:19,2025-01-06 17:28:19
O0431,Chauhan Transport,,Construction Company,REG251085,"421, Mukhopadhyay Nagar",Nagpur,Maharashtra,India,Construction,Under Review,SRC010,0.8,2024-08-16 04:08:23,2025-08-23 12:24:36
O0432,Yadav Trading,,Transport Company,REG389611,"90/316, Sabharwal",Ujjain,Madhya Pradesh,India,Hospitality,Inactive,SRC030,0.81,2024-09-11 05:32:24,2025-02-24 06:40:45
O0433,Joshi Industries,,Consultancy,REG818463,"687, Pai Road",Bengaluru,Karnataka,India,Logistics,Under Review,SRC022,0.81,2024-04-17 22:44:30,2025-09-01 15:53:24
O0434,Jain Transport,,Trading Firm,REG153971,"61, Mand Street",Bhopal,Madhya Pradesh,India,Manufacturing,Under Review,SRC025,0.87,2025-04-23 08:23:44,2026-02-18 19:55:18
O0435,Gupta Enterprises,,Security Agency,REG763126,"85/976, Mittal Marg",Jaipur,Rajasthan,India,Retail,Under Review,SRC006,0.8,2026-02-02 14:46:52,2026-02-10 17:46:52
O0436,Khan Enterprises,,Consultancy,REG454370,"H.No. 90, Dutta Street",Dewas,Madhya Pradesh,India,Hospitality,Active,SRC013,0.9,2025-04-05 08:37:01,2026-07-04 16:24:19
O0437,Joshi Services,,Trading Firm,REG654467,"94, Goswami Circle",Bengaluru,Karnataka,India,Technology,Inactive,SRC004,0.84,2024-11-19 02:03:39,2024-12-09 21:03:39
O0438,Mishra Services,,Logistics Company,REG247302,"63, Menon Road",Mumbai,Maharashtra,India,Technology,Under Review,SRC026,0.97,2026-02-28 11:49:33,2026-03-05 11:49:33
O0439,Mishra Solutions,,Retail Business,REG678735,"H.No. 013, Raju Chowk",Surat,Gujarat,India,Retail,Inactive,SRC021,0.92,2025-05-12 21:33:01,2025-05-15 00:33:01
O0440,Rathore Transport,,Logistics Company,REG838082,"81/372, Ghose Road",Vadodara,Gujarat,India,Technology,Active,SRC024,0.95,2026-05-03 12:12:25,2026-05-18 16:12:25
O0441,Khan Trading,Org-0441,Manufacturing Firm,REG221784,"53, Dutt Path",Hyderabad,Telangana,India,Retail,Under Review,SRC010,0.83,2024-03-05 16:56:58,2025-04-24 04:55:06
O0442,Deshmukh Enterprises,,Security Agency,REG215509,"H.No. 72, Talwar Marg",Hyderabad,Telangana,India,Transport,Active,SRC025,0.82,2025-03-18 06:41:41,2025-06-19 18:05:38
O0443,Saxena Solutions,,Manufacturing Firm,REG709307,"H.No. 203, Loyal Nagar",Lucknow,Uttar Pradesh,India,Construction,Under Review,SRC004,0.85,2024-07-04 17:14:14,2024-07-17 12:14:14
O0444,Mishra Enterprises,,Trading Firm,REG969110,"90, Chanda Nagar",Dewas,Madhya Pradesh,India,Finance,Under Review,SRC001,0.82,2024-05-06 15:46:36,2024-06-01 02:46:36
O0445,Verma Trading,Org-0445,NGO,REG778011,"238, More Circle",Ahmedabad,Gujarat,India,Transport,Under Review,SRC010,0.88,2024-03-01 15:30:45,2025-07-08 15:10:04
O0446,Bansal Transport,,Retail Business,REG754564,"H.No. 50, Edwin Marg",Lucknow,Uttar Pradesh,India,Transport,Under Review,SRC003,0.93,2025-04-17 10:07:23,2025-06-26 02:54:49
O0447,Yadav Trading,,Manufacturing Firm,REG230678,"31, Warrior",Jabalpur,Madhya Pradesh,India,Construction,Under Review,SRC013,0.89,2024-12-22 09:08:24,2024-12-30 08:08:24
O0448,Deshmukh Logistics,,Security Agency,REG386377,"67, Madan Marg",Surat,Gujarat,India,Retail,Inactive,SRC007,0.95,2025-11-17 23:22:54,2025-11-29 02:22:54
O0449,Tiwari Solutions,Org-0449,Trading Firm,REG203152,"65/165, Deo Zila",Gwalior,Madhya Pradesh,India,Construction,Active,SRC017,0.86,2026-08-26 19:40:40,2026-09-04 23:59:59
O0450,Gupta Logistics,,NGO,REG904784,"37, Mahajan Nagar",Jabalpur,Madhya Pradesh,India,Finance,Active,SRC010,0.83,2024-06-08 20:22:00,2025-09-24 16:39:54
O0451,Sharma Solutions,,Security Agency,REG513701,"H.No. 523, Sengupta Circle",Nagpur,Maharashtra,India,Finance,Inactive,SRC016,0.96,2025-03-02 15:59:55,2026-02-18 19:44:09
O0452,Khan Logistics,,Retail Business,REG358890,"H.No. 009, Om Circle",Pune,Maharashtra,India,Transport,Active,SRC008,0.9,2024-09-20 18:27:46,2024-12-02 13:09:22
O0453,Verma Industries,,Hospitality Business,REG131077,"93/576, Jhaveri Ganj",Delhi,Delhi,India,Transport,Active,SRC020,0.97,2025-05-16 01:17:29,2025-09-29 05:38:16
O0454,Shah Industries,,Hospitality Business,REG842736,"543, Sani Ganj",Mumbai,Maharashtra,India,Hospitality,Inactive,SRC010,0.81,2024-02-15 10:08:42,2025-01-17 04:57:16
O0455,Rathore Services,,Trading Firm,REG141646,"760, Barad Street",Kanpur,Uttar Pradesh,India,Manufacturing,Under Review,SRC011,0.83,2025-09-04 22:47:58,2025-09-19 04:47:58
O0456,Verma Logistics,,Transport Company,REG832910,"36, Yadav Marg",Ahmedabad,Gujarat,India,Logistics,Inactive,SRC028,0.81,2024-02-12 04:20:11,2024-03-29 02:59:44
O0457,Rathore Trading,,Consultancy,REG943397,"07, Atwal",Bengaluru,Karnataka,India,Finance,Inactive,SRC009,0.83,2024-09-18 07:23:13,2025-01-09 02:21:04
O0458,Agarwal Logistics,,NGO,REG721397,"H.No. 055, Khalsa",Vadodara,Gujarat,India,Construction,Under Review,SRC006,0.89,2025-12-20 11:22:19,2026-01-12 19:22:19
O0459,Jain Transport,,Construction Company,REG330194,"34/49, Bir",Kota,Rajasthan,India,Retail,Under Review,SRC006,0.95,2025-09-27 08:51:10,2025-09-27 21:51:10
O0460,Shah Trading,,Transport Company,REG803193,"02/87, Doshi",Lucknow,Uttar Pradesh,India,Finance,Inactive,SRC018,0.92,2025-02-09 06:18:13,2025-03-02 08:18:13
O0461,Sharma Services,,Logistics Company,REG387516,"H.No. 57, Chhabra Road",Lucknow,Uttar Pradesh,India,Finance,Under Review,SRC029,0.84,2025-08-26 05:32:40,2025-08-31 11:32:40
O0462,Jain Logistics,,Manufacturing Firm,REG485053,"08/906, Bakshi Marg",Delhi,Delhi,India,Construction,Active,SRC027,0.82,2024-08-13 20:51:01,2024-08-14 15:35:52
O0463,Shah Transport,,Trading Firm,REG782413,"16/16, Kamdar",Kota,Rajasthan,India,Construction,Inactive,SRC008,0.86,2024-04-30 00:04:57,2026-06-22 20:35:54
O0464,Verma Enterprises,Org-0464,Consultancy,REG996190,"634, Gera Path",Delhi,Delhi,India,Logistics,Inactive,SRC016,0.87,2025-06-03 16:06:23,2025-06-05 02:06:23
O0465,Tiwari Industries,,Manufacturing Firm,REG396277,"264, Loke Road",Kanpur,Uttar Pradesh,India,Hospitality,Active,SRC026,0.87,2026-03-03 11:48:59,2026-03-21 22:48:59
O0466,Bansal Services,,Hospitality Business,REG231329,"49, Sagar Road",Jaipur,Rajasthan,India,Retail,Active,SRC018,0.98,2026-06-04 21:38:13,2026-06-24 03:38:13
O0467,Shah Enterprises,Org-0467,Security Agency,REG679280,"86/815, Chopra",Surat,Gujarat,India,Transport,Under Review,SRC012,0.85,2024-12-17 21:05:22,2025-03-29 17:39:55
O0468,Khan Enterprises,,Retail Business,REG205719,"79/491, Balakrishnan Chowk",Dewas,Madhya Pradesh,India,Construction,Active,SRC023,0.81,2025-02-16 03:32:01,2025-10-13 03:25:28
O0469,Deshmukh Logistics,,Trading Firm,REG710098,"570, Balasubramanian Marg",Surat,Gujarat,India,Hospitality,Active,SRC022,0.93,2024-05-31 02:49:04,2025-08-23 00:32:30
O0470,Patel Logistics,,Consultancy,REG423614,"489, Bhavsar Chowk",Gwalior,Madhya Pradesh,India,Technology,Active,SRC022,0.84,2024-10-30 15:38:57,2024-11-19 15:38:57
O0471,Jain Services,,Manufacturing Firm,REG110293,"59, Narayan Marg",Kota,Rajasthan,India,Technology,Under Review,SRC001,0.85,2024-02-02 00:44:41,2026-01-31 06:47:12
O0472,Jain Services,,Construction Company,REG247499,"02/197, Sehgal",Gurugram,Haryana,India,Construction,Inactive,SRC005,0.88,2026-06-12 10:57:44,2026-06-29 22:57:44
O0473,Bansal Industries,,Logistics Company,REG843828,"H.No. 70, Rout Road",Gurugram,Haryana,India,Construction,Under Review,SRC006,0.84,2025-10-06 21:05:58,2025-10-15 06:05:58
O0474,Patel Trading,,Consultancy,REG166194,"12, Sarin Road",Kanpur,Uttar Pradesh,India,Construction,Inactive,SRC028,0.86,2025-02-04 14:38:45,2025-02-22 02:38:45
O0475,Joshi Trading,,Trading Firm,REG174035,"H.No. 251, Deshmukh Marg",Delhi,Delhi,India,Finance,Inactive,SRC024,0.86,2025-05-03 08:23:53,2025-09-04 15:58:23
O0476,Mishra Trading,,Consultancy,REG956416,"14, Doshi Street",Hyderabad,Telangana,India,Construction,Active,SRC003,0.86,2026-03-02 01:35:00,2026-06-15 08:09:11
O0477,Jain Logistics,,NGO,REG628344,"46, Sur",Mumbai,Maharashtra,India,Hospitality,Active,SRC008,0.81,2025-05-22 09:13:40,2026-05-12 04:12:23
O0478,Joshi Industries,,Security Agency,REG806039,"81, Mahal",Kota,Rajasthan,India,Logistics,Active,SRC008,0.95,2026-05-25 05:33:08,2026-06-03 07:33:08
O0479,Patel Transport,,Transport Company,REG839229,"H.No. 63, Barad Path",Kanpur,Uttar Pradesh,India,Hospitality,Inactive,SRC018,0.98,2026-03-07 13:25:52,2026-03-20 22:25:52
O0480,Verma Logistics,,NGO,REG260501,"29, Sekhon Zila",Ujjain,Madhya Pradesh,India,Transport,Active,SRC023,0.85,2024-04-09 01:10:49,2024-05-01 00:33:43
O0481,Mehta Services,Org-0481,NGO,REG374507,"H.No. 290, Vig Path",Kanpur,Uttar Pradesh,India,Hospitality,Active,SRC014,0.92,2025-05-03 14:13:05,2025-12-10 15:22:04
O0482,Tiwari Services,,Transport Company,REG292640,"H.No. 936, Prashad Street",Gurugram,Haryana,India,Retail,Inactive,SRC019,0.92,2025-09-05 03:41:59,2026-01-17 00:45:48
O0483,Sharma Trading,,Logistics Company,REG393710,"H.No. 349, Samra Road",Gurugram,Haryana,India,Construction,Under Review,SRC010,0.93,2024-01-27 17:47:23,2025-05-13 07:22:14
O0484,Gupta Solutions,,Security Agency,REG236010,"52/19, Oommen Ganj",Nagpur,Maharashtra,India,Retail,Active,SRC014,0.87,2024-06-08 07:09:26,2024-06-10 15:19:36
O0485,Sharma Enterprises,,Logistics Company,REG168824,"H.No. 142, Buch Ganj",Bhopal,Madhya Pradesh,India,Logistics,Under Review,SRC010,0.82,2024-03-18 04:09:08,2026-04-28 21:07:39
O0486,Jain Enterprises,,Consultancy,REG698972,"97, Kurian Nagar",Gwalior,Madhya Pradesh,India,Transport,Active,SRC002,0.94,2026-04-27 18:57:38,2026-05-16 21:57:38
O0487,Singh Solutions,,Retail Business,REG543823,"H.No. 206, Murthy Nagar",Jabalpur,Madhya Pradesh,India,Manufacturing,Active,SRC022,0.82,2026-03-14 09:00:02,2026-04-07 17:00:02
O0488,Mehta Solutions,,Manufacturing Firm,REG895349,"284, Bose Path",Jaipur,Rajasthan,India,Manufacturing,Under Review,SRC018,0.97,2026-06-23 05:01:08,2026-07-11 19:01:08
O0489,Rathore Services,,Consultancy,REG489090,"78/84, Bose Ganj",Delhi,Delhi,India,Retail,Active,SRC017,0.89,2024-01-04 06:21:38,2024-10-11 16:59:36
O0490,Singh Industries,,NGO,REG188106,"H.No. 87, Mand Marg",Ujjain,Madhya Pradesh,India,Construction,Under Review,SRC015,0.92,2024-06-22 18:27:27,2024-07-30 01:01:00
O0491,Verma Enterprises,,Transport Company,REG140721,"20/18, Sunder Circle",Dewas,Madhya Pradesh,India,Transport,Inactive,SRC004,0.91,2024-02-29 04:34:38,2026-01-27 01:37:37
O0492,Joshi Solutions,,NGO,REG947760,"924, Buch Nagar",Surat,Gujarat,India,Retail,Under Review,SRC024,0.95,2024-04-21 23:22:25,2024-06-17 03:27:09
O0493,Malhotra Logistics,,Logistics Company,REG622852,"H.No. 680, Khurana Chowk",Pune,Maharashtra,India,Hospitality,Inactive,SRC024,0.93,2026-07-25 18:00:14,2026-08-23 06:00:14
O0494,Patel Enterprises,,Retail Business,REG634772,"75/07, Doctor Chowk",Pune,Maharashtra,India,Technology,Under Review,SRC007,0.97,2024-03-13 04:11:30,2026-06-29 01:56:54
O0495,Tiwari Solutions,,Hospitality Business,REG855281,"65, Natt Nagar",Gwalior,Madhya Pradesh,India,Finance,Active,SRC012,0.97,2025-02-18 04:35:39,2026-05-10 03:53:14
O0496,Deshmukh Trading,,Manufacturing Firm,REG291575,"H.No. 00, Saran Street",Ahmedabad,Gujarat,India,Manufacturing,Active,SRC022,0.91,2025-10-26 07:33:33,2025-11-24 17:33:33
O0497,Sharma Services,,Retail Business,REG988605,"H.No. 727, Nadkarni Chowk",Nagpur,Maharashtra,India,Hospitality,Inactive,SRC001,0.83,2024-08-15 17:04:36,2025-08-17 04:33:22
O0498,Yadav Solutions,Org-0498,Retail Business,REG306799,"H.No. 31, Chandra Marg",Bhopal,Madhya Pradesh,India,Manufacturing,Under Review,SRC022,0.85,2026-03-24 16:25:17,2026-04-12 11:25:17
O0499,Saxena Enterprises,,Retail Business,REG853914,"H.No. 21, Pingle Circle",Bhopal,Madhya Pradesh,India,Technology,Active,SRC022,0.86,2025-07-14 23:15:40,2025-08-11 09:15:40
O0500,Verma Services,,NGO,REG842608,"H.No. 044, Dhillon",Ahmedabad,Gujarat,India,Hospitality,Inactive,SRC015,0.93,2024-06-01 12:59:07,2025-07-20 01:59:59
