event_id,event_type,event_name,description,start_timestamp,end_timestamp,location_id,case_id,primary_entity_type,primary_entity_id,source_id,evidence_id,confidence_score,created_at
E01154,ARREST,Event 01154,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-09 06:10:07,2026-06-09 10:56:07,L02397,C00130,PERSON,P02609,SRC019,EV01747,0.95,2025-01-25 00:36:47
E01155,CRIME,Event 01155,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-10 04:08:35,2025-08-10 06:07:35,L02406,C00390,PERSON,P02912,SRC012,EV01537,0.91,2024-01-13 06:20:30
E01156,SURVEILLANCE,Event 01156,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-03 20:54:23,2025-10-03 22:16:23,L02362,C00228,PERSON,P00615,SRC030,EV00236,0.79,2025-10-31 16:16:33
E01157,SURVEILLANCE,Event 01157,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-08-19 11:09:28,2024-08-19 20:54:28,L00127,C00095,PERSON,P03164,SRC026,EV00346,0.93,2026-02-01 05:56:58
E01158,MEETING,Event 01158,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-22 03:58:06,2024-06-22 12:12:06,L01756,C00274,PERSON,P00638,SRC014,EV03345,0.82,2026-05-25 16:56:26
E01159,TRANSACTION,Event 01159,Deserunt suscipit quas totam architecto ea unde quisquam iusto eveniet aliquam harum repellendus est maiores consequatur.,2024-08-31 13:49:57,2024-09-01 00:09:57,L00051,,PERSON,P02933,SRC008,EV04243,0.89,2026-06-22 04:40:03
E01160,TRAVEL,Event 01160,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-23 07:55:17,2024-12-23 12:45:17,L01824,,PERSON,P00957,SRC007,EV00752,0.82,2025-07-29 04:25:12
E01161,ARREST,Event 01161,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-10-21 08:09:16,2024-10-21 17:30:16,L01484,C00748,PERSON,P01108,SRC009,EV01219,0.75,2026-06-25 01:07:23
E01162,CRIME,Event 01162,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-05-05 09:06:39,2024-05-05 19:28:39,L00419,C01001,PERSON,P02657,SRC001,EV04169,0.73,2026-07-03 13:41:55
E01163,TRAVEL,Event 01163,Sed numquam voluptatum perspiciatis quod cum consectetur tempora aut voluptatibus inventore modi nemo repellat unde.,2024-03-13 11:27:59,2024-03-13 22:54:59,L01904,,PERSON,P00144,SRC010,EV04493,0.92,2026-02-11 09:01:50
E01164,ARREST,Event 01164,Ad asperiores distinctio minus debitis ad sequi iure harum quis corporis.,2025-07-21 16:00:17,2025-07-22 02:30:17,L01438,,PERSON,P01879,SRC003,EV01688,0.77,2025-12-13 02:10:36
E01165,INCIDENT,Event 01165,Ipsa excepturi esse magnam quis facere quam libero a quia repudiandae cupiditate sunt suscipit iusto.,2024-09-27 15:47:12,2024-09-28 03:22:12,L00468,C00432,PERSON,P01535,SRC002,EV02318,0.71,2025-03-16 06:37:51
E01166,INCIDENT,Event 01166,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-07-27 18:47:37,2026-07-28 05:19:37,L00870,C00830,PERSON,P03293,SRC007,EV04536,0.71,2026-05-14 07:34:00
E01167,TRANSACTION,Event 01167,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-11-28 15:03:49,2025-11-29 01:24:49,L02004,,PERSON,P03471,SRC007,EV01190,0.76,2026-07-14 23:33:21
E01168,CRIME,Event 01168,Pariatur esse quia voluptates vel tenetur vel reprehenderit aliquid esse vel eius.,2024-11-22 19:48:38,2024-11-23 01:15:38,L01548,C00481,PERSON,P02681,SRC001,EV04326,0.95,2025-11-02 02:37:43
E01169,TRANSACTION,Event 01169,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-15 08:41:46,2025-08-15 10:47:46,L02227,C00389,PERSON,P00344,SRC023,EV03304,0.87,2025-02-26 08:05:38
E01170,ARREST,Event 01170,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-05 10:31:37,2026-05-05 14:45:37,L00572,C00219,PERSON,P01149,SRC027,EV00929,0.71,2025-07-18 14:25:32
E01171,SURVEILLANCE,Event 01171,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-01 13:42:25,2026-05-01 19:48:25,L02336,,PERSON,P00083,SRC010,EV01821,0.9,2026-07-19 14:48:17
E01172,TRAVEL,Event 01172,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-10-24 13:18:34,2024-10-24 16:44:34,L00117,,PERSON,P01676,SRC024,EV01518,0.9,2024-07-24 14:25:09
E01173,TRAVEL,Event 01173,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-07-13 13:48:24,2026-07-13 20:54:24,L00283,C00898,PERSON,P00542,SRC013,EV00704,0.92,2025-06-13 16:57:24
E01174,CRIME,Event 01174,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-11-30 02:45:32,2024-11-30 05:10:32,L01913,C00969,PERSON,P02865,SRC006,EV01824,0.8,2025-11-17 15:49:50
E01175,MEETING,Event 01175,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-30 15:43:21,2026-03-30 23:43:21,L01532,,PERSON,P02035,SRC004,EV02314,0.76,2024-11-01 14:31:35
E01176,CRIME,Event 01176,Dignissimos voluptatibus esse assumenda in quo repudiandae enim.,2025-04-06 22:03:54,2025-04-07 02:19:54,L02429,C01028,PERSON,P02726,SRC009,EV01958,0.97,2024-11-01 22:03:20
E01177,CRIME,Event 01177,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-21 20:48:03,2025-07-22 01:44:03,L01872,C01020,PERSON,P02581,SRC016,EV02111,0.84,2025-08-25 08:36:28
E01178,INCIDENT,Event 01178,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-08-05 14:43:31,2026-08-06 01:15:31,L01574,C00670,PERSON,P01997,SRC010,EV03285,0.75,2026-04-11 15:38:40
E01179,MEETING,Event 01179,Ratione molestiae sint accusamus debitis nulla quia.,2026-05-07 14:28:57,2026-05-08 00:36:57,L02268,C00394,PERSON,P03786,SRC023,EV02492,0.77,2025-10-18 00:27:12
E01180,TRANSACTION,Event 01180,Molestiae veniam sunt fugit mollitia pariatur mollitia laudantium vel odit nisi.,2026-05-01 11:15:26,2026-05-01 12:07:26,L01742,C00595,PERSON,P01559,SRC027,EV04401,0.84,2026-08-27 01:22:16
E01181,SURVEILLANCE,Event 01181,Excepturi sunt autem repellendus rem totam adipisci sit magni corporis quia repellat.,2025-01-21 23:16:36,2025-01-22 03:00:36,L01653,,PERSON,P03546,SRC006,EV00559,0.81,2024-07-09 00:24:54
E01182,SURVEILLANCE,Event 01182,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-13 15:35:04,2024-04-14 02:24:04,L01974,C00345,PERSON,P00605,SRC017,EV01942,0.81,2024-11-10 15:26:22
E01183,CRIME,Event 01183,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-30 17:51:32,2026-03-31 04:46:32,L00750,C00347,PERSON,P00454,SRC018,EV02046,0.97,2024-09-01 01:04:05
E01184,ARREST,Event 01184,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-06 02:17:23,2024-12-06 05:18:23,L01536,C00132,PERSON,P02981,SRC012,EV03149,0.86,2025-04-03 02:13:53
E01185,ARREST,Event 01185,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-25 19:43:42,2025-10-26 06:45:42,L01262,C00337,PERSON,P01406,SRC028,EV02817,0.82,2024-01-21 16:30:56
E01186,TRAVEL,Event 01186,Repellendus mollitia quisquam nostrum ex quod porro sunt facilis repellendus saepe.,2026-06-07 12:41:59,2026-06-07 14:04:59,L01930,C00244,PERSON,P01793,SRC022,EV04945,0.91,2024-02-17 11:59:27
E01187,MEETING,Event 01187,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-07-18 00:32:41,2026-07-18 04:54:41,L01875,,PERSON,P01693,SRC005,EV01868,0.84,2024-01-25 23:10:37
E01188,INCIDENT,Event 01188,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-03-04 01:25:21,2025-03-04 03:53:21,L02385,,PERSON,P02016,SRC022,EV02997,0.81,2025-03-09 08:59:50
E01189,ARREST,Event 01189,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-29 05:42:28,2025-01-29 14:49:28,L00831,C00233,PERSON,P02860,SRC005,EV01807,0.77,2026-08-14 22:29:20
E01190,TRANSACTION,Event 01190,Error harum eum deserunt animi consequuntur ducimus aliquid qui.,2026-04-18 06:32:05,2026-04-18 18:23:05,L00801,C00655,PERSON,P01329,SRC012,EV01790,0.85,2024-12-03 04:21:16
E01191,MEETING,Event 01191,Inventore cupiditate fugiat assumenda sequi totam porro libero impedit reprehenderit dignissimos atque.,2024-11-29 15:53:28,2024-11-30 03:53:28,L01998,,PERSON,P01384,SRC015,EV02847,0.98,2025-03-12 11:12:32
E01192,TRAVEL,Event 01192,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-04 04:48:21,2024-04-04 08:19:21,L00167,C00757,PERSON,P03654,SRC019,EV03315,0.93,2026-03-25 20:50:48
E01193,CRIME,Event 01193,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-19 09:09:07,2025-10-19 14:17:07,L00605,,PERSON,P03734,SRC025,EV01394,0.7,2024-02-14 02:02:29
E01194,TRANSACTION,Event 01194,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-09 09:00:22,2024-09-09 11:53:22,L01125,C00364,PERSON,P00383,SRC012,EV01674,0.84,2025-05-30 02:47:20
E01195,TRANSACTION,Event 01195,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-21 11:45:53,2024-09-21 15:22:53,L00359,C00561,PERSON,P01848,SRC010,EV02223,0.77,2024-06-22 06:25:16
E01196,MEETING,Event 01196,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-31 16:19:01,2025-01-31 21:42:01,L01021,,PERSON,P01127,SRC021,EV03974,0.88,2024-07-18 02:18:15
E01197,SURVEILLANCE,Event 01197,Asperiores magnam ut ad repudiandae culpa facilis sequi sed iusto fuga sed perferendis facilis.,2026-01-11 07:53:44,2026-01-11 09:37:44,L00893,C00988,PERSON,P02511,SRC012,EV04234,0.95,2024-10-16 04:03:56
E01198,INCIDENT,Event 01198,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-02 03:07:57,2024-12-02 05:49:57,L00885,C01160,PERSON,P01261,SRC022,EV01597,0.79,2024-10-16 15:44:11
E01199,SURVEILLANCE,Event 01199,Ullam earum esse et repellendus repudiandae deserunt magnam voluptatem non iste nam.,2025-10-04 07:45:52,2025-10-04 15:07:52,L00492,C01185,PERSON,P03656,SRC003,EV01138,0.74,2024-08-19 13:51:57
E01200,INCIDENT,Event 01200,Voluptate sequi ipsam aliquam deserunt recusandae facilis recusandae vitae aliquam non rerum atque nobis repellendus.,2026-08-05 22:23:24,2026-08-06 01:09:24,L02200,,PERSON,P03974,SRC006,EV00828,0.74,2025-10-30 10:44:35
E01201,INCIDENT,Event 01201,A ipsa quisquam alias inventore facilis omnis tenetur numquam sint nemo vitae nostrum mollitia quisquam.,2025-07-05 21:34:17,2025-07-06 02:32:17,L00791,,PERSON,P00728,SRC017,EV02383,0.72,2026-06-19 16:21:37
E01202,TRAVEL,Event 01202,Voluptatem porro illum incidunt ipsam reiciendis atque neque eum voluptatibus sequi reprehenderit rerum porro nulla nam.,2025-10-03 12:04:47,2025-10-03 18:18:47,L01578,,PERSON,P03586,SRC019,EV02606,0.84,2024-10-14 19:00:46
E01203,ARREST,Event 01203,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-09 02:53:01,2024-02-09 09:30:01,L01713,,PERSON,P02609,SRC025,EV02176,0.73,2025-12-17 03:04:25
E01204,SURVEILLANCE,Event 01204,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-30 12:02:47,2025-04-30 12:44:47,L01698,C00367,PERSON,P03871,SRC028,EV03549,0.94,2024-06-28 21:45:29
E01205,TRANSACTION,Event 01205,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-02-15 20:47:45,2026-02-15 22:22:45,L02072,,PERSON,P02160,SRC002,EV03758,0.7,2026-04-28 00:14:26
E01206,TRANSACTION,Event 01206,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-12-11 06:33:54,2025-12-11 07:25:54,L00402,,PERSON,P03890,SRC025,EV00654,0.73,2024-02-28 08:06:50
E01207,MEETING,Event 01207,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-25 04:56:26,2026-05-25 10:45:26,L02381,,PERSON,P01541,SRC026,EV02460,0.83,2026-07-04 05:13:05
E01208,CRIME,Event 01208,Earum maiores laudantium totam nam eos maiores eveniet natus commodi quidem.,2025-12-26 18:18:29,2025-12-27 05:17:29,L00988,C00371,PERSON,P01738,SRC006,EV01780,0.83,2024-04-02 02:47:27
E01209,TRANSACTION,Event 01209,Tenetur modi quo illum libero consequuntur illo porro iure expedita officia.,2025-09-23 20:09:44,2025-09-23 21:48:44,L00186,C00649,PERSON,P02179,SRC009,EV00060,0.94,2026-03-05 18:57:01
E01210,TRANSACTION,Event 01210,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-04 23:39:02,2026-06-05 07:13:02,L00286,,PERSON,P02813,SRC026,EV02093,0.71,2024-06-21 21:35:50
E01211,INCIDENT,Event 01211,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-09-19 20:27:02,2025-09-20 06:38:02,L00996,C00163,PERSON,P00158,SRC005,EV03088,0.7,2024-11-13 08:20:48
E01212,CRIME,Event 01212,Explicabo hic ducimus illo sapiente accusantium ut error nam eos quos quo voluptate labore quidem aliquid.,2025-10-30 15:12:11,2025-10-31 01:56:11,L02184,,PERSON,P03981,SRC015,EV04452,0.75,2025-12-11 07:41:22
E01213,TRANSACTION,Event 01213,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-15 21:50:31,2024-06-16 00:41:31,L00664,,PERSON,P00400,SRC024,EV02033,0.79,2024-02-28 04:41:09
E01214,ARREST,Event 01214,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-07 05:01:30,2025-04-07 05:17:30,L02195,C00445,PERSON,P03688,SRC010,EV04469,0.75,2025-03-08 15:07:05
E01215,TRANSACTION,Event 01215,Atque iusto eaque corrupti aut quibusdam ullam unde laudantium incidunt deserunt earum quidem eaque eos.,2026-03-29 13:40:02,2026-03-29 19:13:02,L00313,C01021,PERSON,P02527,SRC018,EV03960,0.91,2025-05-18 23:16:42
E01216,ARREST,Event 01216,Maxime suscipit perspiciatis eum id repellat quos repellendus repellat.,2026-02-09 03:50:44,2026-02-09 07:46:44,L00905,,PERSON,P01358,SRC011,EV03863,0.77,2024-08-28 13:07:02
E01217,TRANSACTION,Event 01217,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-02-06 21:25:02,2026-02-07 06:14:02,L02048,C00795,PERSON,P01032,SRC013,EV00782,0.91,2026-05-12 01:46:31
E01218,ARREST,Event 01218,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-07 16:10:48,2025-07-08 02:04:48,L01782,C00053,PERSON,P01370,SRC010,EV04283,0.89,2026-07-10 07:42:25
E01219,CRIME,Event 01219,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-11-11 08:35:58,2024-11-11 15:26:58,L01792,,PERSON,P01067,SRC023,EV00712,0.87,2024-05-06 20:04:25
E01220,SURVEILLANCE,Event 01220,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-10 21:11:05,2025-10-11 00:56:05,L00920,,PERSON,P00348,SRC019,EV02428,0.71,2026-02-02 18:15:29
E01221,TRAVEL,Event 01221,Provident repellendus magni nemo molestiae quisquam ratione itaque omnis perferendis.,2024-04-30 12:04:20,2024-04-30 21:53:20,L01023,C00773,PERSON,P02840,SRC003,EV02245,0.87,2026-08-18 05:54:41
E01222,ARREST,Event 01222,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-16 05:18:15,2025-07-16 15:06:15,L01680,,PERSON,P03243,SRC023,EV03824,0.95,2024-07-15 13:30:49
E01223,SURVEILLANCE,Event 01223,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-08-12 06:53:21,2026-08-12 09:24:21,L01402,C00048,PERSON,P03388,SRC013,EV01145,0.93,2024-04-27 14:42:41
E01224,ARREST,Event 01224,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-09 01:43:48,2025-04-09 04:43:48,L00115,C00522,PERSON,P02124,SRC025,EV02858,0.84,2025-02-21 11:20:51
E01225,CRIME,Event 01225,Ea ratione alias recusandae quas nemo numquam amet hic adipisci quidem accusamus nobis impedit.,2026-07-20 14:46:38,2026-07-20 17:55:38,L01333,,PERSON,P03744,SRC015,EV04157,0.86,2025-11-19 05:19:27
E01226,INCIDENT,Event 01226,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-21 18:44:17,2024-12-22 03:59:17,L00608,C00193,PERSON,P01248,SRC029,EV01777,0.91,2025-04-14 20:04:36
E01227,INCIDENT,Event 01227,Excepturi delectus nihil corrupti velit voluptate atque deleniti autem.,2025-03-31 20:53:49,2025-04-01 02:27:49,L00725,C01199,PERSON,P01054,SRC025,EV04535,0.9,2024-11-10 10:32:54
E01228,INCIDENT,Event 01228,Esse officia ad ullam repellat adipisci commodi fuga porro repellat.,2024-12-27 18:46:04,2024-12-27 21:53:04,L01106,,PERSON,P01674,SRC016,EV04035,0.84,2025-09-20 18:34:02
E01229,SURVEILLANCE,Event 01229,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-03 08:46:19,2024-12-03 14:32:19,L02049,C01049,PERSON,P02442,SRC009,EV03926,0.77,2024-06-06 19:12:53
E01230,INCIDENT,Event 01230,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-09 18:16:26,2025-07-10 02:17:26,L01758,,PERSON,P03751,SRC024,EV01078,0.83,2025-09-19 06:59:59
E01231,CRIME,Event 01231,Pariatur inventore libero occaecati magnam distinctio minima est perferendis.,2025-01-27 13:15:31,2025-01-27 13:53:31,L00643,C00997,PERSON,P03351,SRC014,EV01220,0.76,2024-11-14 01:52:30
E01232,MEETING,Event 01232,Culpa enim odit delectus porro alias tempore ea quasi maxime esse.,2024-02-06 18:22:38,2024-02-06 23:00:38,L00914,C00439,PERSON,P03903,SRC030,EV02459,0.74,2025-11-13 13:16:51
E01233,MEETING,Event 01233,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-29 15:33:59,2024-09-29 16:17:59,L01462,C00278,PERSON,P00660,SRC004,EV03806,0.79,2026-02-03 07:32:47
E01234,MEETING,Event 01234,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-07 05:50:18,2025-08-07 11:35:18,L00207,C00082,PERSON,P00013,SRC022,EV01906,0.96,2024-04-26 06:42:15
E01235,TRANSACTION,Event 01235,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-28 11:10:51,2026-03-28 18:23:51,L01855,C00946,PERSON,P01346,SRC024,EV04278,0.97,2025-01-10 14:15:40
E01236,INCIDENT,Event 01236,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-11 04:25:05,2025-06-11 14:35:05,L02280,C01153,PERSON,P01546,SRC016,EV04665,0.85,2025-09-17 15:53:32
E01237,SURVEILLANCE,Event 01237,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-10 09:12:37,2025-08-10 17:59:37,L01071,C00957,PERSON,P02624,SRC001,EV03726,0.92,2026-05-15 20:29:50
E01238,TRAVEL,Event 01238,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-06 14:30:59,2026-04-06 19:05:59,L00080,C01017,PERSON,P01822,SRC005,EV00596,0.73,2025-05-01 01:36:21
E01239,TRAVEL,Event 01239,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-05-31 21:22:15,2024-06-01 04:20:15,L00156,,PERSON,P01797,SRC007,EV01432,0.78,2024-12-11 14:11:38
E01240,MEETING,Event 01240,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-05-13 10:13:35,2024-05-13 10:48:35,L01108,C00446,PERSON,P03702,SRC022,EV02725,0.82,2025-09-22 13:38:55
E01241,MEETING,Event 01241,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-11-11 01:28:15,2025-11-11 09:35:15,L01833,C00697,PERSON,P01743,SRC008,EV00605,0.75,2024-03-13 12:54:12
E01242,TRANSACTION,Event 01242,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-06 10:54:40,2025-08-06 22:17:40,L00598,,PERSON,P01947,SRC019,EV04277,0.9,2026-07-03 11:48:27
E01243,ARREST,Event 01243,Vero alias qui quasi veniam minima minima ea ut.,2024-09-27 12:10:36,2024-09-27 15:41:36,L00604,C00599,PERSON,P00360,SRC025,EV02847,0.93,2024-10-14 07:47:59
E01244,SURVEILLANCE,Event 01244,Illo saepe enim minima aut illum totam voluptatem.,2025-06-07 19:55:19,2025-06-08 00:11:19,L00343,C00701,PERSON,P02618,SRC010,EV02875,0.8,2025-08-22 15:56:50
E01245,TRANSACTION,Event 01245,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-23 04:36:27,2026-03-23 14:15:27,L01072,C00777,PERSON,P01361,SRC002,EV04693,0.93,2025-07-13 00:36:31
E01246,TRAVEL,Event 01246,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-05 15:10:13,2025-10-05 21:40:13,L01892,C00218,PERSON,P00801,SRC017,EV04333,0.72,2026-03-22 03:22:26
E01247,CRIME,Event 01247,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-03-09 22:06:37,2025-03-10 02:26:37,L01871,C00738,PERSON,P02767,SRC030,EV00693,0.83,2025-09-24 20:31:13
E01248,TRAVEL,Event 01248,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-18 22:07:19,2024-07-19 07:04:19,L02183,,PERSON,P01358,SRC030,EV02964,0.85,2026-07-10 11:00:08
E01249,INCIDENT,Event 01249,Sed velit necessitatibus fugiat excepturi expedita perspiciatis nisi eaque.,2025-04-05 14:27:09,2025-04-05 20:49:09,L01116,,PERSON,P00683,SRC028,EV01945,0.95,2024-01-24 01:25:49
E01250,SURVEILLANCE,Event 01250,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-18 10:26:30,2026-03-18 19:47:30,L01201,,PERSON,P03739,SRC014,EV04403,0.74,2024-06-11 10:27:33
E01251,CRIME,Event 01251,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-28 01:05:58,2024-12-28 01:28:58,L02163,C00810,PERSON,P01184,SRC016,EV00316,0.91,2026-07-18 19:30:51
E01252,SURVEILLANCE,Event 01252,Ipsam quas eum voluptates a officia est quod voluptatum magni reiciendis quas distinctio incidunt reiciendis.,2024-09-25 04:43:05,2024-09-25 07:43:05,L01629,C00047,PERSON,P00264,SRC028,EV02328,0.75,2026-07-20 04:39:53
E01253,TRANSACTION,Event 01253,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-01 21:43:12,2024-02-02 03:34:12,L00724,C00942,PERSON,P03987,SRC004,EV01586,0.87,2026-03-10 19:12:50
E01254,SURVEILLANCE,Event 01254,Veritatis voluptates aut et amet facilis inventore vel distinctio.,2024-01-19 09:07:46,2024-01-19 12:10:46,L01230,,PERSON,P02328,SRC016,EV04220,0.84,2025-02-27 14:23:59
E01255,ARREST,Event 01255,Consequatur excepturi repudiandae nulla fugit autem provident earum unde.,2025-06-04 11:43:47,2025-06-04 16:47:47,L00301,,PERSON,P02302,SRC020,EV00736,0.93,2024-03-06 08:28:59
E01256,SURVEILLANCE,Event 01256,Esse ipsa consequuntur eum odio quisquam eveniet dicta quam fugit reiciendis.,2026-03-10 22:22:35,2026-03-11 04:31:35,L02124,C00097,PERSON,P00205,SRC019,EV00260,0.77,2025-02-02 15:02:59
E01257,INCIDENT,Event 01257,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-28 13:12:43,2026-06-28 22:59:43,L00654,,PERSON,P02281,SRC020,EV00679,0.89,2024-06-01 17:18:07
E01258,ARREST,Event 01258,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-17 06:45:35,2024-09-17 18:00:35,L00182,C01027,PERSON,P02961,SRC013,EV01009,0.83,2024-07-25 13:10:14
E01259,ARREST,Event 01259,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-02 02:06:30,2024-04-02 09:29:30,L02350,C00349,PERSON,P03819,SRC023,EV00189,0.91,2026-03-10 21:02:26
E01260,ARREST,Event 01260,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-31 01:53:48,2026-03-31 08:12:48,L01137,,PERSON,P01153,SRC030,EV02545,0.75,2025-10-14 21:46:41
E01261,CRIME,Event 01261,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-27 09:14:40,2024-12-27 11:44:40,L01734,C01005,PERSON,P03364,SRC013,EV00895,0.76,2026-07-13 06:22:50
E01262,TRANSACTION,Event 01262,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-18 17:55:00,2026-06-18 22:20:00,L01972,C00735,PERSON,P02482,SRC004,EV02168,0.92,2026-05-25 07:13:03
E01263,TRANSACTION,Event 01263,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-05-01 08:00:34,2025-05-01 08:58:34,L01238,C00443,PERSON,P03659,SRC016,EV02118,0.95,2025-05-19 06:36:38
E01264,TRANSACTION,Event 01264,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-05 02:43:21,2025-10-05 04:10:21,L01768,C00991,PERSON,P01053,SRC026,EV04539,0.91,2024-07-14 20:18:29
