crime_id,case_id,crime_type,crime_category,description,event_date,event_time,location_id,severity_level,modus_operandi,status,source_document_id,confidence_score,created_at,updated_at
CR01182,C00112,Forgery,Property,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-15,05:29:26,L01309,Medium,Coordinated calls,Closed,DOC01359,0.81,2025-05-23 18:46:41,2025-10-25 19:36:23
CR01183,C00358,Vehicle Theft,Property,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-03,16:27:32,L00910,Critical,Vehicle-based movement,Reported,DOC01405,0.79,2025-09-18 23:35:47,2025-09-25 12:35:47
CR01184,C00403,Forgery,Financial,Illum ducimus officiis eveniet aliquam sunt repudiandae rerum.,2025-08-11,22:08:30,L00799,Critical,Layered transactions,Under Investigation,DOC00565,0.9,2024-04-06 07:35:23,2024-06-24 15:01:12
CR01185,C01058,Fraud,Financial,Deleniti ipsa provident odit nulla tempora tempore harum laudantium reprehenderit aliquid perspiciatis officia placeat ducimus.,2026-04-16,11:34:45,L00928,Medium,Layered transactions,Closed,DOC02752,0.79,2024-10-29 22:44:53,2026-02-18 17:14:12
CR01186,C00275,Extortion,Organized,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-28,17:12:05,L00081,Low,Forged documents,Reported,DOC02153,0.73,2025-12-07 12:51:31,2026-03-17 20:00:21
CR01187,C00404,Cybercrime,Financial,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-02,20:43:06,L01619,High,Layered transactions,Under Investigation,DOC01977,0.83,2024-11-15 22:53:18,2026-06-07 12:39:17
CR01188,C01184,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-17,21:02:29,L00069,Low,Forged documents,Confirmed,DOC02785,0.87,2025-07-27 03:42:14,2026-06-05 10:00:31
CR01189,C01186,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-02-06,06:05:56,L00751,Medium,Layered transactions,Under Investigation,DOC00248,0.82,2024-10-22 12:15:58,2025-01-21 19:13:14
CR01190,C01177,Cybercrime,Property,Voluptatibus assumenda non tempora tempora commodi quod repellendus assumenda deserunt culpa excepturi voluptates omnis nemo saepe molestias.,2024-11-03,02:45:27,L01007,Low,Coordinated calls,Reported,DOC01119,0.87,2025-10-15 05:42:18,2025-11-13 15:42:18
CR01191,C00808,Illegal Gambling,Organized,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-12,16:05:13,L00087,Medium,False identity,Confirmed,DOC00449,0.74,2024-08-16 15:58:19,2024-09-25 02:28:47
CR01192,C00263,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-07,13:00:43,L01006,Critical,Layered transactions,Under Investigation,DOC02307,0.82,2026-01-09 11:26:05,2026-01-29 02:26:05
CR01193,C00916,Smuggling,Organized,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-12,23:03:54,L01045,Critical,Coordinated calls,Under Investigation,DOC00468,0.78,2025-09-14 15:49:01,2025-10-13 06:49:01
CR01194,C01106,Vehicle Theft,Violent,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-04,17:55:36,L01930,High,False identity,Under Investigation,DOC00743,0.97,2025-08-21 04:31:58,2025-09-09 07:03:40
CR01195,C00238,Extortion,Financial,Tempora accusantium sed itaque esse error fuga aperiam.,2026-02-14,12:38:35,L00859,Medium,Coordinated calls,Confirmed,DOC01528,0.75,2024-03-16 20:24:05,2026-01-03 00:06:14
CR01196,C00204,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-26,06:52:47,L01739,Medium,Coordinated calls,Confirmed,DOC01639,0.94,2026-04-20 14:10:19,2026-05-30 08:10:37
CR01197,C00286,Vehicle Theft,Violent,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-02,16:38:19,L01111,High,Online impersonation,Closed,DOC02467,0.76,2026-01-27 18:00:56,2026-02-02 06:00:56
CR01198,C01025,Cybercrime,Violent,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-23,12:02:10,L00500,Low,False identity,Reported,DOC00363,0.84,2024-10-27 14:37:24,2025-08-14 21:37:46
CR01199,C01067,Forgery,Property,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-19,03:27:15,L01245,Low,False identity,Confirmed,DOC01142,0.8,2024-11-28 12:48:18,2024-12-12 09:48:18
CR01200,C00158,Illegal Gambling,Financial,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-21,20:26:41,L00033,Low,Forged documents,Under Investigation,DOC00343,0.93,2024-05-26 11:04:53,2026-08-19 13:46:55
CR01201,C01042,Cybercrime,Violent,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-24,03:13:52,L01852,Medium,False identity,Confirmed,DOC02403,0.72,2024-11-21 19:13:59,2025-07-13 14:51:11
CR01202,C00978,Money Laundering,Property,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-03,04:49:38,L01206,Low,Forged documents,Reported,DOC00739,0.87,2025-07-05 21:57:45,2025-07-07 18:57:45
CR01203,C00379,Fraud,Property,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-11,00:27:09,L00319,Critical,Coordinated calls,Under Investigation,DOC02411,0.94,2024-04-08 02:15:17,2024-04-24 17:04:54
CR01204,C01018,Forgery,Violent,Adipisci consequatur veniam adipisci excepturi temporibus dicta architecto.,2024-07-17,22:39:43,L00010,High,Vehicle-based movement,Reported,DOC01012,0.82,2025-01-21 16:13:40,2025-02-19 05:13:40
CR01205,C00537,Cybercrime,Organized,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-07,10:52:28,L02062,Low,Layered transactions,Under Investigation,DOC01542,0.89,2025-09-06 23:30:21,2025-10-06 16:30:21
CR01206,C00750,Robbery,Property,Consequuntur ullam alias unde ipsam placeat quam mollitia autem nobis natus nostrum soluta delectus aperiam.,2024-04-29,08:32:05,L01848,Critical,Coordinated calls,Closed,DOC01647,0.72,2026-08-19 00:44:04,2026-08-22 19:44:04
CR01207,C00953,Smuggling,Financial,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-12,02:54:13,L02333,Low,Coordinated calls,Confirmed,DOC02756,0.89,2026-02-07 22:58:55,2026-02-16 10:58:55
CR01208,C00599,Vehicle Theft,Violent,Nam voluptatem asperiores quia voluptatibus reprehenderit ullam at commodi impedit non reprehenderit occaecati delectus ullam asperiores numquam.,2025-07-09,22:42:46,L01196,High,Layered transactions,Reported,DOC00784,0.81,2025-08-30 18:02:55,2026-03-18 05:41:40
CR01209,C00042,Robbery,Financial,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-09,19:58:11,L02466,Medium,False identity,Reported,DOC01910,0.79,2025-10-22 10:12:26,2025-10-27 05:18:36
CR01210,C00444,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-17,17:56:43,L01188,Low,False identity,Under Investigation,DOC00088,0.89,2024-06-12 16:40:51,2024-07-30 03:24:54
CR01211,C00359,Illegal Gambling,Property,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-21,16:31:06,L02295,Critical,False identity,Under Investigation,DOC02958,0.88,2024-11-30 01:31:30,2026-06-02 21:23:43
CR01212,C00083,Illegal Gambling,Violent,Nulla deserunt maxime non ipsam deserunt accusantium officia impedit placeat provident expedita tenetur beatae magni.,2024-02-16,19:00:22,L00470,Critical,False identity,Under Investigation,DOC02331,0.92,2026-03-02 14:44:52,2026-03-31 19:44:52
CR01213,C00168,Money Laundering,Financial,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-16,22:22:08,L02392,Medium,Layered transactions,Reported,DOC02207,0.85,2024-03-04 17:44:33,2026-04-26 22:17:54
CR01214,C01156,Forgery,Cyber,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-15,10:19:16,L02423,Medium,Online impersonation,Under Investigation,DOC00842,0.93,2024-04-21 16:45:07,2025-04-18 13:37:09
CR01215,C00589,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-21,19:21:07,L00198,Critical,False identity,Reported,DOC02477,0.95,2025-07-04 09:01:54,2025-07-05 17:01:54
CR01216,C00255,Illegal Gambling,Organized,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2025-06-09,06:49:51,L01387,Low,Forged documents,Under Investigation,DOC00604,0.93,2025-04-21 13:38:27,2025-07-25 03:04:31
CR01217,C00488,Burglary,Financial,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-09,01:24:47,L00846,Critical,Vehicle-based movement,Closed,DOC00735,0.79,2024-02-16 23:30:00,2024-08-23 11:49:34
CR01218,C01148,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-21,23:02:41,L02132,Critical,Forged documents,Closed,DOC00971,0.86,2025-05-16 23:38:52,2025-06-11 02:38:52
CR01219,C01075,Burglary,Organized,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-19,15:16:02,L02117,Medium,Layered transactions,Closed,DOC01075,0.94,2025-02-07 22:23:08,2026-08-09 22:49:46
CR01220,C01014,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-11,18:10:59,L01764,High,Layered transactions,Reported,DOC00670,0.97,2024-07-05 14:05:43,2026-06-15 02:38:43
CR01221,C00580,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-02-22,05:11:02,L02085,Medium,False identity,Under Investigation,DOC01973,0.8,2025-10-27 04:08:32,2025-10-31 11:53:23
CR01222,C01171,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-28,20:51:29,L01675,Low,Forged documents,Confirmed,DOC01712,0.73,2024-03-10 02:13:45,2026-06-20 22:52:31
CR01223,C00798,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-07,11:20:44,L00094,Low,False identity,Under Investigation,DOC00086,0.96,2025-11-08 02:01:10,2025-11-11 07:01:10
CR01224,C00201,Fraud,Cyber,Maiores veniam qui expedita at optio fuga laudantium quis assumenda.,2026-08-26,07:33:12,L02197,High,Online impersonation,Confirmed,DOC00209,0.94,2024-05-01 17:47:22,2024-10-04 09:58:34
CR01225,C01123,Illegal Gambling,Violent,Harum tempore hic esse et vero temporibus voluptatem alias vero dignissimos iusto recusandae ullam velit ducimus.,2025-12-07,00:08:28,L00538,Critical,Vehicle-based movement,Closed,DOC00890,0.85,2026-07-18 05:19:35,2026-07-28 22:19:35
CR01226,C00377,Burglary,Financial,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-29,08:15:02,L00764,Critical,Online impersonation,Closed,DOC00669,0.9,2025-01-26 14:37:53,2025-12-22 20:06:39
CR01227,C01168,Extortion,Property,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-09,19:05:51,L00915,Critical,Vehicle-based movement,Reported,DOC00938,0.81,2026-08-01 13:51:42,2026-08-10 21:51:42
CR01228,C00424,Fraud,Financial,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-12,18:48:53,L00259,Medium,False identity,Under Investigation,DOC01016,0.95,2025-12-03 18:45:27,2025-12-15 08:45:27
CR01229,C00089,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-09,07:24:00,L00840,Medium,Vehicle-based movement,Reported,DOC01424,0.9,2026-07-25 20:00:14,2026-07-31 14:00:14
CR01230,C00968,Vehicle Theft,Violent,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-14,20:45:04,L01295,High,Vehicle-based movement,Under Investigation,DOC02536,0.84,2024-02-08 17:04:37,2025-04-06 14:13:07
CR01231,C00368,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-17,12:32:10,L00529,Low,Layered transactions,Closed,DOC00172,0.73,2025-11-30 02:39:25,2025-12-13 14:39:25
CR01232,C00445,Money Laundering,Violent,Corporis deleniti accusantium a inventore optio voluptatum maiores laboriosam perferendis minus vel.,2025-05-03,14:19:32,L00683,Medium,Forged documents,Under Investigation,DOC01681,0.78,2025-12-27 23:40:21,2025-12-29 11:40:21
CR01233,C00919,Cybercrime,Property,Corrupti suscipit enim facilis vitae odit deserunt ex quia odit.,2024-06-30,03:19:59,L02051,Medium,Coordinated calls,Confirmed,DOC00360,0.83,2025-08-25 06:44:41,2025-10-18 06:21:50
CR01234,C00454,Smuggling,Property,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-04,10:46:03,L00663,Low,False identity,Reported,DOC00289,0.89,2024-08-28 00:25:37,2024-09-07 19:25:37
CR01235,C00842,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-21,02:18:32,L00167,High,Coordinated calls,Reported,DOC01279,0.79,2025-09-23 08:51:37,2025-09-30 05:40:47
CR01236,C00366,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-19,01:05:40,L00205,Medium,Layered transactions,Confirmed,DOC00776,0.92,2026-07-22 10:40:54,2026-07-28 15:40:54
CR01237,C00020,Cybercrime,Financial,Recusandae quam repellat facere illum deleniti officiis harum accusantium perspiciatis mollitia.,2026-02-23,02:37:24,L00708,Low,Online impersonation,Reported,DOC00688,0.84,2025-11-01 10:26:02,2026-02-16 19:43:39
CR01238,C00303,Cybercrime,Organized,Quos et molestias possimus aliquam maxime officiis distinctio nobis deleniti id a libero.,2024-12-28,04:14:06,L02465,Critical,Forged documents,Reported,DOC01697,0.9,2026-01-01 08:31:17,2026-01-03 15:31:17
CR01239,C01147,Vehicle Theft,Cyber,Aliquam nostrum voluptates quos illum totam sapiente provident amet modi quos nostrum repudiandae accusantium.,2026-01-18,17:03:25,L00867,High,Coordinated calls,Confirmed,DOC01335,0.78,2025-06-03 11:42:19,2026-06-20 05:30:56
CR01240,C00160,Cybercrime,Property,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-01,08:41:56,L00576,High,Coordinated calls,Reported,DOC02489,0.94,2024-03-18 01:33:50,2026-01-31 14:26:35
CR01241,C00742,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-12,21:18:19,L01770,Low,False identity,Closed,DOC01731,0.93,2026-07-07 15:39:27,2026-07-20 07:39:27
CR01242,C00465,Smuggling,Cyber,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-03,13:01:50,L00937,Low,Vehicle-based movement,Reported,DOC02169,0.73,2024-04-25 21:23:47,2025-10-05 19:16:55
CR01243,C00016,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-29,00:06:42,L01216,High,Vehicle-based movement,Confirmed,DOC02572,0.93,2026-01-25 04:53:54,2026-06-30 14:55:55
CR01244,C00384,Fraud,Violent,Esse placeat id corporis excepturi aliquam iusto vel rem ex commodi accusamus temporibus recusandae temporibus.,2025-03-24,18:33:49,L02375,Low,Online impersonation,Reported,DOC02619,0.94,2025-01-23 05:14:13,2025-02-08 19:14:13
CR01245,C01156,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-07,17:27:10,L02051,Medium,Vehicle-based movement,Under Investigation,DOC01869,0.93,2026-02-23 16:25:54,2026-02-23 21:25:54
CR01246,C00472,Illegal Gambling,Violent,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-23,13:21:23,L00939,Medium,Vehicle-based movement,Under Investigation,DOC02984,0.9,2026-07-13 19:57:55,2026-07-16 03:57:55
CR01247,C00210,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-19,08:21:06,L01637,Low,False identity,Reported,DOC02951,0.78,2024-06-06 06:38:53,2024-07-01 08:38:53
CR01248,C00250,Extortion,Organized,Sed ducimus ex magnam ipsa delectus optio necessitatibus amet rerum non veniam consectetur occaecati labore ducimus eligendi sit.,2024-03-03,20:10:41,L01256,High,Vehicle-based movement,Confirmed,DOC01267,0.8,2024-07-25 01:36:15,2024-08-19 06:36:15
CR01249,C00108,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-20,06:36:57,L00304,High,Online impersonation,Confirmed,DOC02291,0.73,2025-12-05 20:15:35,2026-08-15 01:19:47
CR01250,C01121,Fraud,Property,Delectus animi asperiores modi corporis nulla repellendus enim molestiae corrupti amet.,2024-10-27,18:50:55,L01689,Low,Vehicle-based movement,Reported,DOC02379,0.76,2025-12-18 13:26:37,2025-12-23 02:26:37
CR01251,C00247,Money Laundering,Property,Aliquam dicta nobis eaque alias repudiandae corporis nihil natus voluptatibus rem occaecati totam adipisci animi voluptates.,2026-03-08,15:15:28,L00928,Critical,Coordinated calls,Under Investigation,DOC01757,0.77,2024-08-23 00:13:57,2025-05-08 06:39:20
CR01252,C00134,Vehicle Theft,Violent,Voluptates velit illum laborum incidunt beatae ratione adipisci facilis atque placeat ipsa.,2025-04-23,21:41:22,L00740,Critical,Vehicle-based movement,Confirmed,DOC02511,0.92,2025-04-15 11:18:41,2026-05-14 01:32:21
CR01253,C00900,Extortion,Organized,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-17,10:54:34,L01108,High,Coordinated calls,Under Investigation,DOC02332,0.85,2025-03-20 07:39:59,2025-05-29 03:16:48
CR01254,C00944,Illegal Gambling,Violent,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-07,16:59:14,L01788,Medium,Coordinated calls,Closed,DOC00795,0.74,2024-06-02 10:32:59,2026-05-25 05:05:54
CR01255,C01041,Illegal Gambling,Property,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-09,09:42:55,L01259,High,Online impersonation,Confirmed,DOC00070,0.83,2025-11-16 04:05:30,2026-04-21 14:33:29
CR01256,C00679,Extortion,Property,Fuga ex delectus aut esse amet recusandae accusantium inventore ipsam laudantium nemo sint quam natus.,2026-07-05,20:47:04,L00359,High,Online impersonation,Under Investigation,DOC01721,0.72,2025-11-16 11:05:17,2025-11-18 21:05:17
CR01257,C00036,Money Laundering,Financial,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-02,14:13:39,L02282,High,False identity,Closed,DOC01643,0.87,2025-11-06 07:05:00,2026-04-23 16:09:02
CR01258,C00566,Money Laundering,Property,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-27,21:47:59,L00091,High,False identity,Closed,DOC01522,0.87,2025-09-27 10:20:31,2025-10-22 14:20:31
CR01259,C00146,Smuggling,Violent,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-28,21:34:27,L02015,High,Online impersonation,Confirmed,DOC02920,0.75,2024-11-17 15:51:28,2024-12-05 14:51:28
CR01260,C00403,Fraud,Violent,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-22,02:24:42,L02441,Low,Coordinated calls,Reported,DOC00650,0.83,2024-04-11 19:08:04,2026-03-27 22:09:22
CR01261,C00544,Assault,Financial,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-22,12:31:20,L01548,Low,Online impersonation,Confirmed,DOC02314,0.82,2025-04-13 04:30:34,2025-05-02 20:30:34
CR01262,C00084,Illegal Gambling,Cyber,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-10,12:55:41,L01559,Low,Forged documents,Reported,DOC00118,0.74,2025-03-10 08:11:43,2025-05-29 15:32:18
CR01263,C01150,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-19,13:22:00,L00891,High,Coordinated calls,Under Investigation,DOC00172,0.79,2024-03-31 13:03:58,2025-07-25 17:27:42
CR01264,C00340,Illegal Gambling,Property,Maxime rerum porro consequatur ut sequi expedita repellat adipisci illum eius rem.,2024-11-18,07:09:15,L00935,Low,Coordinated calls,Confirmed,DOC02231,0.92,2026-04-01 13:50:34,2026-04-28 13:50:34
CR01265,C00750,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-06-14,05:42:00,L00554,Medium,Layered transactions,Reported,DOC01451,0.78,2024-12-22 15:00:15,2026-07-09 14:26:21
CR01266,C00710,Money Laundering,Violent,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-16,11:26:27,L02311,High,Forged documents,Reported,DOC02418,0.79,2025-12-19 19:24:35,2025-12-31 05:24:35
CR01267,C00298,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-20,08:19:55,L00566,Critical,False identity,Confirmed,DOC02708,0.85,2024-05-31 03:54:53,2025-03-26 01:23:34
CR01268,C00504,Illegal Gambling,Violent,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-29,11:24:32,L00462,Low,Forged documents,Reported,DOC02252,0.88,2024-12-14 15:50:18,2025-03-08 20:01:14
CR01269,C01166,Burglary,Financial,Tempora at itaque corporis in vero corrupti itaque hic.,2024-06-06,07:15:19,L02354,Critical,False identity,Reported,DOC01598,0.89,2024-03-26 16:17:45,2026-08-03 11:27:39
CR01270,C00611,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-22,08:18:13,L01100,Medium,Vehicle-based movement,Reported,DOC01325,0.89,2026-01-22 19:47:53,2026-02-21 18:47:53
CR01271,C00239,Assault,Violent,Ducimus ex modi dignissimos amet quia corrupti aperiam iste optio velit odit nihil quo reprehenderit hic libero assumenda.,2024-10-16,11:29:06,L00185,Low,False identity,Under Investigation,DOC00372,0.82,2026-01-27 06:16:45,2026-02-21 13:21:24
CR01272,C00169,Illegal Gambling,Organized,Nostrum odio sunt a ab veniam itaque voluptate vero minus.,2026-08-02,20:32:56,L00094,Critical,False identity,Reported,DOC02807,0.77,2024-04-10 13:32:37,2025-02-18 10:39:46
CR01273,C00978,Forgery,Property,Modi ipsa labore quia perspiciatis quod consequatur eius.,2026-01-09,09:37:08,L01478,Low,False identity,Closed,DOC02549,0.81,2025-11-23 17:44:42,2025-12-07 01:44:42
CR01274,C00306,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-17,08:39:44,L01702,Low,False identity,Reported,DOC02784,0.76,2025-09-10 15:46:32,2025-09-13 12:46:32
CR01275,C00569,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-21,20:44:27,L01356,Low,Forged documents,Reported,DOC02813,0.73,2024-08-31 18:00:37,2024-12-20 21:46:44
CR01276,C00349,Robbery,Financial,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-02-26,00:03:38,L00254,Critical,Forged documents,Closed,DOC01159,0.9,2024-11-19 19:58:08,2026-08-13 21:21:53
CR01277,C00641,Burglary,Financial,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-06,11:43:18,L02392,Medium,Coordinated calls,Under Investigation,DOC01080,0.89,2024-12-07 15:12:36,2024-12-08 16:12:36
CR01278,C00982,Vehicle Theft,Cyber,Omnis nemo excepturi quo facere consequuntur animi explicabo neque est reprehenderit natus numquam accusantium.,2026-07-22,01:13:42,L00970,Low,Vehicle-based movement,Closed,DOC02287,0.81,2024-10-02 08:50:29,2024-10-05 04:50:29
CR01279,C00627,Fraud,Property,Eligendi accusantium aliquam sed libero mollitia repellat eligendi nostrum necessitatibus id necessitatibus possimus.,2024-02-16,03:18:27,L01795,High,Online impersonation,Closed,DOC01167,0.74,2024-04-23 11:06:40,2025-12-27 15:38:07
CR01280,C00846,Extortion,Organized,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-24,21:54:05,L02399,Low,Layered transactions,Confirmed,DOC01188,0.83,2025-09-03 14:24:46,2025-09-28 16:24:46
CR01281,C00153,Forgery,Property,Architecto beatae ratione quam maiores aut porro eos commodi totam error itaque.,2024-08-04,07:44:37,L01556,High,False identity,Under Investigation,DOC00326,0.9,2025-01-12 04:35:00,2025-05-27 11:10:10
CR01282,C01066,Burglary,Cyber,Cum rem minima ipsam incidunt eaque laudantium modi fuga unde totam.,2024-07-12,09:03:38,L00491,Medium,Layered transactions,Closed,DOC01653,0.82,2026-04-16 13:30:51,2026-08-06 08:46:01
CR01283,C00597,Illegal Gambling,Violent,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-15,15:06:22,L00684,Critical,Online impersonation,Closed,DOC01348,0.81,2025-06-10 10:47:02,2025-06-30 06:49:05
CR01284,C00724,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-22,05:31:03,L00579,Critical,Forged documents,Reported,DOC02340,0.72,2024-06-13 23:22:59,2025-09-13 03:55:36
CR01285,C00096,Money Laundering,Financial,Molestiae quos iusto accusamus vitae impedit soluta aliquam iste eius veniam quis architecto quo non.,2026-02-06,10:39:11,L01413,Critical,False identity,Under Investigation,DOC02831,0.76,2026-08-16 12:52:30,2026-09-04 23:59:59
CR01286,C00554,Robbery,Property,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-26,19:11:47,L02396,Low,Forged documents,Reported,DOC00806,0.72,2026-05-26 14:27:56,2026-06-15 11:27:56
CR01287,C00097,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-20,16:18:39,L01873,Critical,Layered transactions,Closed,DOC01428,0.83,2026-04-10 04:41:10,2026-05-01 19:41:10
